INFO 2026-04-13 14:38:51,065 autoreload Watching for file changes with StatReloader
INFO 2026-04-14 15:04:00,125 basehttp "GET /api/indicators/core18/ HTTP/1.1" 200 2
INFO 2026-04-14 15:04:00,127 basehttp "GET /api/indicators/four/ HTTP/1.1" 200 2
INFO 2026-04-14 15:04:02,051 basehttp "OPTIONS /api/indicators/execute/ HTTP/1.1" 200 0
ERROR 2026-04-14 15:09:02,265 services 执行指标失败 (HTTP): timed out
INFO 2026-04-14 15:09:02,266 basehttp "POST /api/indicators/execute/ HTTP/1.1" 200 68
INFO 2026-04-14 15:13:00,209 basehttp "GET /api/indicators/core18/ HTTP/1.1" 200 2
INFO 2026-04-14 15:13:00,209 basehttp "GET /api/indicators/four/ HTTP/1.1" 200 2
INFO 2026-04-14 15:15:53,086 _client HTTP Request: POST http://127.0.0.1:8000/api/run "HTTP/1.1 400 Bad Request"
ERROR 2026-04-14 15:15:53,087 services 执行指标失败 (HTTP): Client error '400 Bad Request' for url 'http://127.0.0.1:8000/api/run'
For more information check: https://developer.mozilla.org/en-US/docs/Web/HTTP/Status/400
INFO 2026-04-14 15:15:53,088 basehttp "POST /api/indicators/execute/ HTTP/1.1" 200 219
INFO 2026-04-14 15:18:06,388 basehttp "GET /api/indicators/four/ HTTP/1.1" 200 2
INFO 2026-04-14 15:18:06,392 basehttp "GET /api/indicators/core18/ HTTP/1.1" 200 2
INFO 2026-04-14 15:20:22,652 basehttp "GET /api/indicators/four/ HTTP/1.1" 200 2
INFO 2026-04-14 15:20:22,653 basehttp "GET /api/indicators/core18/ HTTP/1.1" 200 2
INFO 2026-04-14 15:20:38,187 basehttp "GET /api/indicators/four/ HTTP/1.1" 200 2
INFO 2026-04-14 15:20:38,188 basehttp "GET /api/indicators/core18/ HTTP/1.1" 200 2
INFO 2026-04-14 15:20:41,335 basehttp "GET /api/indicators/core18/ HTTP/1.1" 200 2
INFO 2026-04-14 15:20:41,335 basehttp "GET /api/indicators/four/ HTTP/1.1" 200 2
INFO 2026-04-14 15:30:30,290 basehttp "GET /api/indicators/core18/ HTTP/1.1" 200 2
INFO 2026-04-14 15:30:30,291 basehttp "GET /api/indicators/four/ HTTP/1.1" 200 2
INFO 2026-04-14 15:35:18,650 basehttp "GET /api/indicators/four/ HTTP/1.1" 200 2
INFO 2026-04-14 15:35:18,651 basehttp "GET /api/indicators/core18/ HTTP/1.1" 200 2
INFO 2026-04-14 15:39:18,235 _client HTTP Request: POST http://127.0.0.1:8000/api/run "HTTP/1.1 200 OK"
ERROR 2026-04-14 15:39:18,241 services 保存执行记录失败: Cannot assign "<apps.indicators.views.TempIndicator object at 0x7fe20cd9acf0>": "IndicatorExecution.indicator" must be a "Indicator" instance.
INFO 2026-04-14 15:39:18,242 basehttp "POST /api/indicators/execute/ HTTP/1.1" 200 46987
INFO 2026-04-14 15:39:18,266 basehttp "OPTIONS /api/indicators/test-sql/ HTTP/1.1" 200 0
INFO 2026-04-14 15:39:18,346 _client HTTP Request: POST http://127.0.0.1:8000/api/test_sql "HTTP/1.1 200 OK"
INFO 2026-04-14 15:39:18,347 basehttp "POST /api/indicators/test-sql/ HTTP/1.1" 200 76
INFO 2026-04-14 15:39:47,576 _client HTTP Request: POST http://127.0.0.1:8000/api/run "HTTP/1.1 200 OK"
ERROR 2026-04-14 15:39:47,577 services 保存执行记录失败: Cannot assign "<apps.indicators.views.TempIndicator object at 0x7fe20cc90980>": "IndicatorExecution.indicator" must be a "Indicator" instance.
INFO 2026-04-14 15:39:47,578 basehttp "POST /api/indicators/execute/ HTTP/1.1" 200 3614
INFO 2026-04-14 15:39:47,668 _client HTTP Request: POST http://127.0.0.1:8000/api/test_sql "HTTP/1.1 200 OK"
INFO 2026-04-14 15:39:47,669 basehttp "POST /api/indicators/test-sql/ HTTP/1.1" 200 76
INFO 2026-04-14 15:39:48,744 _client HTTP Request: POST http://127.0.0.1:8000/api/run "HTTP/1.1 200 OK"
ERROR 2026-04-14 15:39:48,744 services 保存执行记录失败: Cannot assign "<apps.indicators.views.TempIndicator object at 0x7fe20cc90980>": "IndicatorExecution.indicator" must be a "Indicator" instance.
INFO 2026-04-14 15:39:48,745 basehttp "POST /api/indicators/execute/ HTTP/1.1" 200 3614
INFO 2026-04-14 15:39:48,817 _client HTTP Request: POST http://127.0.0.1:8000/api/test_sql "HTTP/1.1 200 OK"
INFO 2026-04-14 15:39:48,818 basehttp "POST /api/indicators/test-sql/ HTTP/1.1" 200 76
INFO 2026-04-14 15:39:56,902 _client HTTP Request: POST http://127.0.0.1:8000/api/run "HTTP/1.1 200 OK"
ERROR 2026-04-14 15:39:56,903 services 保存执行记录失败: Cannot assign "<apps.indicators.views.TempIndicator object at 0x7fe20cd9acf0>": "IndicatorExecution.indicator" must be a "Indicator" instance.
INFO 2026-04-14 15:39:56,904 basehttp "POST /api/indicators/execute/ HTTP/1.1" 200 3614
INFO 2026-04-14 15:39:56,970 _client HTTP Request: POST http://127.0.0.1:8000/api/test_sql "HTTP/1.1 200 OK"
INFO 2026-04-14 15:39:56,971 basehttp "POST /api/indicators/test-sql/ HTTP/1.1" 200 76
INFO 2026-04-14 15:39:57,858 _client HTTP Request: POST http://127.0.0.1:8000/api/run "HTTP/1.1 200 OK"
ERROR 2026-04-14 15:39:57,858 services 保存执行记录失败: Cannot assign "<apps.indicators.views.TempIndicator object at 0x7fe20cd9acf0>": "IndicatorExecution.indicator" must be a "Indicator" instance.
INFO 2026-04-14 15:39:57,859 basehttp "POST /api/indicators/execute/ HTTP/1.1" 200 3614
INFO 2026-04-14 15:39:57,926 _client HTTP Request: POST http://127.0.0.1:8000/api/test_sql "HTTP/1.1 200 OK"
INFO 2026-04-14 15:39:57,927 basehttp "POST /api/indicators/test-sql/ HTTP/1.1" 200 76
INFO 2026-04-14 15:40:10,275 _client HTTP Request: POST http://127.0.0.1:8000/api/run "HTTP/1.1 200 OK"
ERROR 2026-04-14 15:40:10,275 services 保存执行记录失败: Cannot assign "<apps.indicators.views.TempIndicator object at 0x7fe20cd9acf0>": "IndicatorExecution.indicator" must be a "Indicator" instance.
INFO 2026-04-14 15:40:10,276 basehttp "POST /api/indicators/execute/ HTTP/1.1" 200 3614
INFO 2026-04-14 15:40:10,373 _client HTTP Request: POST http://127.0.0.1:8000/api/test_sql "HTTP/1.1 200 OK"
INFO 2026-04-14 15:40:10,374 basehttp "POST /api/indicators/test-sql/ HTTP/1.1" 200 76
INFO 2026-04-14 15:40:13,386 _client HTTP Request: POST http://127.0.0.1:8000/api/run "HTTP/1.1 200 OK"
ERROR 2026-04-14 15:40:13,387 services 保存执行记录失败: Cannot assign "<apps.indicators.views.TempIndicator object at 0x7fe20cd9acf0>": "IndicatorExecution.indicator" must be a "Indicator" instance.
INFO 2026-04-14 15:40:13,388 basehttp "POST /api/indicators/execute/ HTTP/1.1" 200 3614
INFO 2026-04-14 15:40:13,454 _client HTTP Request: POST http://127.0.0.1:8000/api/test_sql "HTTP/1.1 200 OK"
INFO 2026-04-14 15:40:13,455 basehttp "POST /api/indicators/test-sql/ HTTP/1.1" 200 76
INFO 2026-04-14 15:40:14,381 _client HTTP Request: POST http://127.0.0.1:8000/api/run "HTTP/1.1 200 OK"
ERROR 2026-04-14 15:40:14,382 services 保存执行记录失败: Cannot assign "<apps.indicators.views.TempIndicator object at 0x7fe20cd9acf0>": "IndicatorExecution.indicator" must be a "Indicator" instance.
INFO 2026-04-14 15:40:14,383 basehttp "POST /api/indicators/execute/ HTTP/1.1" 200 3614
INFO 2026-04-14 15:40:14,441 _client HTTP Request: POST http://127.0.0.1:8000/api/test_sql "HTTP/1.1 200 OK"
INFO 2026-04-14 15:40:14,442 basehttp "POST /api/indicators/test-sql/ HTTP/1.1" 200 76
WARNING 2026-04-14 17:17:52,498 log Not Found: /health
WARNING 2026-04-14 17:17:52,499 basehttp "GET /health HTTP/1.1" 404 2661
Performing system checks...

System check identified no issues (0 silenced).
April 14, 2026 - 15:02:10
Django version 4.2.30, using settings 'config.settings'
Starting development server at http://0.0.0.0:8001/
Quit the server with CONTROL-C.

